k_date,count,uvIndex,tempC,totalSnow_cm,mintempC,maxtempC,windSpeedKmph,precipMM,humidity,visibilityKM,cloudcover,FeelsLikeC,is_holiday,day_of_week,season_num,year,day,month
01-06-21,3884,1,1.53475798146241,0.0,-2,2,7.092945417095778,0.0,80.19104016477858,10.0,81.6840885684861,-0.18769309989701338,0,2,1,21,01-06,1
01-07-15,749,1,-15.061415220293725,0.20000000000000007,-18,-15,37.25500667556742,0.10560747663551477,92.16955941255007,3.636849132176235,36.71695594125501,-28.60347129506008,0,2,1,15,01-07,1
01-07-16,5028,2,2.042959427207637,0.0,2,4,14.650159108989659,0.0,67.99522673031026,10.0,90.27326968973748,-2.618536197295147,0,3,1,16,01-07,1
01-07-17,1330,2,-13.47593984962406,0.0,-15,-8,17.88496240601504,0.0,67.55413533834586,10.0,25.771428571428572,-21.69097744360902,0,5,1,17,01-07,1
01-07-18,1074,1,-8.584729981378025,1.2000000000000242,-13,-2,27.556797020484172,0.020856610800744923,70.77467411545624,7.9143389199255125,84.51862197392924,-17.731843575418996,0,6,1,18,01-07,1
01-07-19,4731,2,5.653350243077574,0.0,4,10,23.34432466708941,1.2142464595222324,86.61023039526528,4.966814626928768,100.0,0.6624392306066371,0,0,1,19,01-07,1
01-07-20,7297,1,1.3734411401946005,0.0,-1,2,24.637659312046047,0.0,57.314512813484995,10.0,48.25832533918049,-3.9679320268603537,0,1,1,20,01-07,1
01-07-21,3880,1,1.0,0.0,1,1,17.57396907216495,0.0,76.27139175257732,10.0,100.0,-3.8443298969072166,0,3,1,21,01-07,1
01-08-15,615,1,-17.915447154471543,0.0,-19,-10,27.463414634146343,0.0,95.3219512195122,2.7284552845528456,75.51219512195122,-30.341463414634145,0,3,1,15,01-08,1
01-08-16,3425,1,3.414890510948905,0.0,3,5,16.75737226277372,0.46960583941604167,94.44554744525547,8.976642335766423,95.50014598540146,-0.7112408759124088,0,4,1,16,01-08,1
01-08-17,1193,2,-12.544006705783739,0.0,-13,-8,16.85498742665549,0.0,69.05113160100586,10.0,3.4283319362950544,-20.5674769488684,0,6,1,17,01-08,1
01-08-18,4648,1,-0.2521514629948365,2.700000000000169,-1,1,15.111015490533562,0.25479776247849334,92.3881239242685,5.712349397590361,75.49333046471601,-4.957401032702237,0,0,1,18,01-08,1
01-08-19,6951,2,4.404402244281398,0.0,0,5,10.99611566681053,0.061099122428427216,85.78391598331176,9.761185440943748,38.55661055963171,0.7419076391886059,0,1,1,19,01-08,1
01-08-20,5449,2,-7.813543769498991,0.0,-14,-6,16.783813543769497,0.0,46.435492750963476,10.0,11.798311616810423,-12.41530556065333,0,2,1,20,01-08,1
01-08-21,3867,1,0.9702611843806569,0.0,-2,2,19.875096974398758,0.0,73.85182311869666,10.0,36.64391000775795,-3.7328678562192916,0,4,1,21,01-08,1
01-09-14,860,2,-9.224418604651163,0.7999999999999943,-12,-4,16.956976744186047,0.0,87.61279069767441,10.0,42.95232558139535,-15.566279069767441,0,3,1,14,01-09,1
01-09-15,858,1,-13.517482517482517,0.0,-16,-13,29.734265734265733,0.05244755244755291,91.32400932400932,5.6223776223776225,85.43589743589743,-24.42191142191142,0,4,1,15,01-09,1
01-09-16,1733,1,3.6572417772648587,6.5,0,4,11.308136180034621,0.1895556837853532,94.40392383150606,4.776110790536642,100.0,0.7663012117714946,0,5,1,16,01-09,1
01-09-17,3816,1,-5.5830712788259955,0.0,-7,-2,25.44470649895178,0.0,72.41850104821803,10.0,47.64675052410902,-13.80503144654088,0,0,1,17,01-09,1
01-09-18,5140,1,-1.9019455252918287,0.0,-2,0,6.284046692607004,0.0,91.21712062256809,10.0,75.82101167315174,-4.51284046692607,0,1,1,18,01-09,1
01-09-19,5100,1,-5.292745098039216,0.0,-6,-5,20.160588235294117,0.0,53.80549019607843,10.0,24.57392156862745,-13.118039215686274,0,2,1,19,01-09,1
01-09-20,6804,2,3.064814814814815,0.0,-6,5,29.63800705467372,0.17808641975306286,80.02557319223986,7.962522045855379,88.0026455026455,-0.6798941798941799,0,3,1,20,01-09,1
01-09-21,4961,1,0.6210441443257407,0.0,-2,1,13.529731908889337,0.015944366055230755,78.42793791574279,10.0,90.77141705301351,-3.370086676073372,0,5,1,21,01-09,1
01-10-14,823,1,-0.8554070473876063,0.30000000000000443,-2,3,17.155528554070475,0.05321992709599072,94.58566221142163,7.64277035236938,82.20048602673147,-6.121506682867557,0,4,1,14,01-10,1
01-10-15,592,2,-14.829391891891891,0.0,-16,-8,23.427364864864863,0.0,94.67060810810811,10.0,42.682432432432435,-24.8902027027027,0,5,1,15,01-10,1
01-10-16,993,1,-6.735146022155085,0.0,-13,-6,41.27291037260826,0.2913393756294028,87.10574018126889,3.5206445115810676,80.29909365558912,-17.103726082578046,0,6,1,16,01-10,1
01-10-17,3310,1,3.5827794561933537,0.0,-2,8,32.777643504531724,1.2002719033232307,92.37250755287009,9.030815709969788,100.0,-2.5362537764350455,0,1,1,17,01-10,1
01-10-18,5160,2,1.9829457364341085,0.0,-1,7,19.86065891472868,0.08509689922480979,96.67209302325581,9.649612403100775,94.05465116279069,-2.9732558139534886,0,2,1,18,01-10,1
01-10-19,5245,2,-6.906577693040991,0.0,-7,-3,15.05071496663489,0.0,59.30657769304099,10.0,43.161105815061966,-13.449189704480457,0,3,1,19,01-10,1
01-10-20,5697,2,5.868702826048797,0.0,4,8,14.530103563278919,6.908881867649354,96.62945409864841,5.3823064770932065,100.0,2.7347726873793223,0,4,1,20,01-10,1
01-10-21,3303,1,-0.8879806236754466,0.0,-2,0,8.184075083257644,0.0,69.42355434453528,10.0,71.22858007871632,-3.935815924916742,0,6,1,21,01-10,1
01-11-14,829,1,1.9601930036188178,0.09999999999999948,0,2,22.19903498190591,0.8478890229191894,95.07117008443909,4.593486127864898,89.48733413751508,-3.13751507840772,0,5,1,14,01-11,1
01-11-15,777,2,-5.373230373230373,2.7999999999999807,-7,0,21.71814671814672,0.0,81.78120978120978,10.0,15.167310167310168,-12.481338481338481,0,6,1,15,01-11,1
01-11-16,2194,1,-14.453965360072926,0.0,-15,-6,17.363719234275298,0.0,80.27438468550592,10.0,20.229261622607112,-23.653600729261623,0,0,1,16,01-11,1
01-11-17,3821,2,-0.3433656110965716,0.0,-2,7,24.10808688824915,0.0,70.7482334467417,10.0,39.979324784087936,-6.3192881444647995,0,2,1,17,01-11,1
01-11-18,4461,2,9.336695808114772,0.0,-1,10,24.81708137188971,0.2844429500111938,96.24994395875365,9.95696032279758,98.88634835238736,5.357991481730553,0,3,1,18,01-11,1
01-11-19,5750,2,-2.9768695652173913,0.0,-4,-1,10.72991304347826,0.0,70.0855652173913,10.0,24.12817391304348,-6.675478260869565,0,4,1,19,01-11,1
01-11-20,965,1,-1.250777202072539,37.90000000000069,-6,0,46.355440414507775,12.205284974093066,93.1699481865285,5.883937823834197,100.0,-9.116062176165803,0,5,1,20,01-11,1
01-11-21,3382,2,-2.8976936723832054,0.0,-7,-2,15.480484920165582,0.0,78.44618568894145,10.0,45.132465996451806,-7.366646954464814,0,0,1,21,01-11,1
01-12-14,996,1,-1.821285140562249,0.1999999999999972,-3,3,22.289156626506024,0.01465863453815259,90.37349397590361,9.78012048192771,38.20983935742972,-8.254016064257028,0,6,1,14,01-12,1
01-12-15,1343,1,-4.86150409530901,2.5,-7,-5,21.15115413253909,0.35688756515264336,88.0915860014892,4.299329858525689,58.12956068503351,-12.807148175725986,0,0,1,15,01-12,1
01-12-16,1964,1,-10.783095723014256,0.0,-13,-11,36.568737270875765,0.12031568228105616,86.80040733197556,5.384928716904277,92.97301425661914,-21.715376782077392,0,1,1,16,01-12,1
01-12-17,3071,1,-2.302181699772061,1.5,-4,-2,23.373493975903614,0.5590361445783446,87.56496255291437,6.304135460761967,96.96808857049821,-8.649951155975252,0,3,1,17,01-12,1
01-12-18,3228,1,-4.315365551425031,0.7000000000000121,-6,-4,33.08023543990087,0.7242565055762329,73.43866171003718,3.7391573729863694,99.95322180916976,-12.464374225526642,0,4,1,18,01-12,1
01-12-19,1394,2,-1.584648493543759,7.700000000000075,-2,-1,15.1506456241033,0.5715208034433271,81.01362984218078,5.322812051649929,84.0609756097561,-6.473457675753228,0,5,1,19,01-12,1
01-12-20,1766,1,-3.1896942242355606,3.300000000000107,-9,-1,11.272933182332956,0.38329558323895746,87.15968289920725,6.078142695356738,93.66761041902605,-6.18969422423556,0,6,1,20,01-12,1
01-12-21,4186,1,0.1626851409460105,0.0,-3,1,20.730291447682752,0.0,86.17845198279981,10.0,90.93764930721453,-5.734352603917821,0,1,1,21,01-12,1
01-13-14,2645,2,3.2601134215500944,0.0,0,4,26.412476370510397,0.3009073724007512,96.13610586011342,3.6,95.47977315689981,-1.559546313799622,0,0,1,14,01-13,1
01-13-15,1670,1,-9.056287425149701,0.19999999999999377,-11,-8,15.45688622754491,0.04185628742514983,86.20838323353293,9.894011976047905,41.06407185628743,-16.360479041916168,0,1,1,15,01-13,1
01-13-16,2440,2,-13.49795081967213,0.7999999999999686,-14,-6,16.840983606557376,0.007131147540983595,86.96598360655737,9.64344262295082,21.367622950819673,-22.674590163934425,0,2,1,16,01-13,1
01-13-17,3676,1,-5.842219804134929,0.0,-6,-4,17.464091403699673,0.0,64.23993471164309,10.0,62.71926006528836,-12.508977149075081,0,4,1,17,01-13,1
01-13-18,1416,1,-9.745762711864407,0.0,-11,-9,23.943502824858758,0.03587570621468918,58.82909604519774,8.215395480225988,12.028248587570621,-18.560734463276837,0,5,1,18,01-13,1
01-13-19,1759,1,-2.2768618533257534,0.39999999999998703,-3,-2,17.658328595793066,0.23439454235361237,81.52018192154634,6.086981239340535,72.29164297896533,-8.970437748720864,0,6,1,19,01-13,1
01-13-20,6155,1,1.3905767668562146,0.5,-2,2,7.607961007311129,0.04615759545085157,92.65686433793664,9.895369618196588,92.37725426482534,-0.46726238830219335,0,0,1,20,01-13,1
01-13-21,4449,2,1.5210159586423915,0.0,-2,3,21.36525061811643,0.0,82.763991908294,10.0,84.19262755675433,-3.2155540570914813,0,2,1,21,01-13,1
01-14-14,2149,2,-1.1326198231735691,0.0,-5,1,27.24709167054444,0.10488599348533982,85.66635644485807,9.257794322940903,43.24336900884132,-7.731037691949744,0,1,1,14,01-14,1
01-14-15,1804,1,-11.91019955654102,0.0,-12,-8,10.472283813747229,0.0,95.88192904656319,4.774944567627495,73.74833702882484,-18.14190687361419,0,2,1,15,01-14,1
01-14-16,4529,2,-0.6334731728858468,0.0,-3,4,14.110841245308015,0.0,86.25016559947008,10.0,46.837270920733054,-6.314638993155222,0,3,1,16,01-14,1
01-14-17,2160,1,-1.4546296296296297,0.0,-2,1,6.999537037037037,0.0,51.68703703703704,10.0,94.3875,-3.709722222222222,0,5,1,17,01-14,1
01-14-18,1204,2,-9.539036544850498,0.09999999999999787,-11,-7,10.2234219269103,0.0,51.7093023255814,10.0,17.07308970099668,-14.690199335548172,0,6,1,18,01-14,1
01-14-19,5074,2,-3.8896334253054787,0.10000000000000923,-4,-2,9.084154513204572,0.0,86.14623571147024,10.0,18.5672053606622,-8.177769018525819,0,0,1,19,01-14,1
01-14-20,7067,1,3.2820149992924863,0.0,0,5,21.310598556671856,0.0,76.68869392953162,10.0,45.25244092259799,-1.5033253148436394,0,1,1,20,01-14,1
01-14-21,3618,2,1.951077943615257,0.0,-1,3,20.0530679933665,0.30000000000000226,90.0052515201769,8.080431177446103,87.48756218905473,-3.0301271420674407,0,3,1,21,01-14,1
01-15-14,1734,1,-7.2520184544405994,0.09999999999999679,-8,-7,22.893310265282583,0.15974625144175633,84.57381776239907,4.042675893886966,83.81487889273356,-15.236447520184544,0,2,1,14,01-15,1
01-15-15,2301,2,-8.115167318557148,0.0,-10,-1,19.514993481095175,0.0,85.46153846153847,10.0,30.840504128639722,-15.925684485006519,0,3,1,15,01-15,1
01-15-16,4210,1,4.180760095011877,1.3000000000001017,0,4,22.73206650831354,0.33638954869362386,96.6790973871734,4.088361045130641,100.0,-0.1351543942992874,0,4,1,16,01-15,1
01-15-17,2195,2,-1.6473804100227791,0.0,-2,1,4.642824601366742,0.0,67.71526195899773,10.0,10.383599088838269,-3.5457858769931665,0,6,1,17,01-15,1
01-15-18,1331,1,-6.475582268970698,5.0,-10,-4,21.272727272727273,1.451615326821942,89.16078136739294,1.9143501126972202,100.0,-13.57625845229151,1,0,1,18,01-15,1
01-15-19,5246,1,-3.5558520777735416,0.5,-4,-1,12.47140678612276,0.010731986275257415,88.56385817765917,9.61303850552802,91.3179565383149,-9.159168890583302,0,1,1,19,01-15,1
01-15-20,6933,2,1.7090725515649792,0.0,-2,4,21.844800230780326,0.16594547814798943,79.68873503533824,5.520121159671138,70.2460695225732,-3.212750613010241,0,2,1,20,01-15,1
01-15-21,4148,1,0.65549662487946,1.3999999999999382,-1,1,9.46817743490839,0.10019286403085849,87.06967213114754,7.263259402121505,96.49397299903568,-2.423095467695275,0,4,1,21,01-15,1
01-16-14,1716,2,-3.652097902097902,0.5,-6,1,33.675407925407924,0.09125874125874116,86.01398601398601,1.2179487179487178,86.87296037296038,-12.173659673659674,0,3,1,14,01-16,1
01-16-15,2766,1,-3.1840202458423716,0.0,-4,0,9.535068691250904,0.0,86.4175704989154,10.0,54.026391901663054,-7.427693420101229,0,4,1,15,01-16,1
01-16-16,2203,1,-1.6196096232410349,0.299999999999996,-6,-2,22.52156150703586,0.08633681343622024,78.99591466182478,6.7721289151157515,84.07625964593736,-8.300499319110305,0,5,1,16,01-16,1
01-16-17,1406,2,0.918918918918919,0.0,0,3,10.011379800853485,0.5145092460881887,81.96799431009957,8.470128022759601,94.9701280227596,-2.1664295874822193,1,0,1,17,01-16,1
01-16-18,2837,1,-8.070497003877335,2.0,-10,-5,18.00105745505816,0.6263658794501478,88.71765949947127,2.4437786394078254,100.0,-15.070849488896721,0,1,1,18,01-16,1
01-16-19,5725,1,-0.8316157205240174,0.2999999999999705,-3,-1,13.234235807860262,0.022462882096069735,82.76558951965066,9.017467248908297,91.87423580786026,-5.028122270742358,0,2,1,19,01-16,1
01-16-20,5495,1,-7.523566878980891,0.0,-12,-7,20.984167424931755,0.0,58.94576888080073,10.0,10.935759781619653,-14.720291173794358,0,3,1,20,01-16,1
01-16-21,3302,1,1.1317383403997576,1.8999999999999155,0,2,17.50817686250757,0.5277710478497961,89.07056329497274,5.0427013930950935,96.27044215626893,-3.4206541490006055,0,5,1,21,01-16,1
01-17-14,1427,1,-10.121934127540294,0.30000000000000737,-11,-8,21.37281009110021,0.00798878766643307,87.66222845129643,9.800280308339174,81.73861247372109,-19.065872459705677,0,4,1,14,01-17,1
01-17-15,1878,2,1.1693290734824282,0.0,-1,3,32.80937167199148,0.0,90.47177848775293,10.0,38.83067092651757,-5.0979765708200215,0,5,1,15,01-17,1
01-17-16,730,2,-12.93972602739726,0.0,-16,-13,27.684931506849313,0.0,68.44931506849315,5.287671232876712,68.69315068493151,-23.732876712328768,0,6,1,16,01-17,1
01-17-17,4704,1,4.020833333333333,0.10000000000000818,2,4,18.734268707482993,4.107908163265288,96.86692176870748,8.128826530612244,94.9234693877551,-0.7257653061224489,0,1,1,17,01-17,1
01-17-18,3335,2,-10.645877061469266,0.0,-11,-7,15.05127436281859,0.0,86.71034482758621,10.0,19.921139430284857,-17.4407796101949,0,2,1,18,01-17,1
01-17-19,5682,1,-1.6592749032030976,0.5,-3,0,12.407074973600844,0.07845828933473958,89.47465681098205,8.01654347060894,99.85216473072862,-5.74991200281591,0,3,1,19,01-17,1
01-17-20,3858,2,-3.106272680145153,1.8999999999998753,-7,-1,18.526438569206842,0.14525660964229975,62.08942457231726,8.808709175738725,88.0660964230171,-8.121047174701918,0,4,1,20,01-17,1
01-17-21,2546,1,-2.014925373134328,2.399999999999923,-7,-1,12.698743126472898,0.446936370777669,87.30597014925372,4.511783189316575,100.0,-5.183424980361351,0,6,1,21,01-17,1
01-18-14,414,2,-9.060386473429952,1.7999999999999914,-10,-6,21.070048309178745,0.04057971014492758,90.47342995169082,8.917874396135266,95.72946859903382,-17.536231884057973,0,5,1,14,01-18,1
01-18-15,1739,1,1.3657274295572168,0.7000000000000229,0,2,25.05865439907993,0.324209315698677,92.96837262794709,2.479585968947671,86.58826912018401,-4.728004600345026,0,6,1,15,01-18,1
01-18-16,1233,2,-16.871857258718574,0.0,-17,-14,24.08272506082725,0.0,87.07785888077859,8.527169505271695,57.85239253852392,-28.80778588807786,1,0,1,16,01-18,1
01-18-17,5337,1,1.1026794079070639,0.0,1,3,15.91849353569421,0.0,91.9863219036912,10.0,75.50440322278433,-2.979951283492599,0,2,1,17,01-18,1
01-18-18,4122,2,-6.816593886462882,0.0,-7,-1,25.658660844250363,0.0,80.48156234837458,10.0,1.5305676855895196,-14.796458030082484,0,3,1,18,01-18,1
01-18-19,4993,1,-1.760464650510715,0.9000000000000263,-3,-2,12.416382936110555,0.06196675345483714,83.1131584217905,7.841177648708191,68.28880432605648,-5.0,0,4,1,19,01-18,1
01-18-20,1076,1,0.48698884758364314,0.0,-9,4,32.59386617100372,2.750464684014882,90.29739776951673,3.929368029739777,100.0,-6.377323420074349,0,5,1,20,01-18,1
01-18-21,3600,1,-2.6975,0.0,-3,-2,16.370833333333334,0.0,77.4875,10.0,77.43277777777777,-7.952222222222222,1,0,1,21,01-18,1
01-19-14,562,2,-7.409252669039146,0.0,-9,1,32.55693950177936,0.0,90.54448398576513,10.0,38.069395017793596,-16.480427046263344,0,6,1,14,01-19,1
01-19-15,2498,2,-0.20456365092073658,0.0,-1,2,9.633706965572458,0.0,91.72217774219375,9.375500400320256,44.82826261008807,-3.488390712570056,1,0,1,15,01-19,1
01-19-16,2663,2,-14.871573413443485,0.0,-15,-9,12.257228689447992,0.0,78.72211791212918,10.0,12.1704844160721,-23.12354487420203,0,1,1,16,01-19,1
01-19-17,4424,2,1.5467902350813743,0.0,1,4,12.96383363471971,0.0,92.11437613019892,10.0,20.38110307414105,-2.6299728752260396,0,3,1,17,01-19,1
01-19-18,4739,2,-1.476893859464022,0.0,-2,2,22.796370542308505,0.0,79.33234859675036,10.0,5.8573538721249205,-7.890272209326862,0,4,1,18,01-19,1
01-19-19,528,1,-3.528409090909091,1.2999999999999943,-5,-3,25.40719696969697,3.0645833333333217,92.22727272727273,0.13257575757575757,100.0,-11.407196969696969,0,5,1,19,01-19,1
01-19-20,895,1,-14.383240223463687,0.0,-16,-14,26.34860335195531,0.0,80.05139664804469,7.312849162011173,100.0,-24.854748603351954,0,6,1,20,01-19,1
01-19-21,3154,1,-6.185478757133798,0.20000000000000204,-10,-5,19.19720989220038,0.033639822447685604,70.83259353202283,9.038681039949271,54.86144578313253,-12.218452758402028,0,1,1,21,01-19,1
01-20-14,1208,1,-0.34602649006622516,0.1999999999999957,-5,0,13.664735099337749,0.0,90.96109271523179,10.0,84.21026490066225,-4.073675496688741,1,0,1,14,01-20,1
01-20-15,3311,1,1.0443974630021142,0.10000000000000205,0,2,8.034732709151314,0.03424947145877313,94.22953790395651,6.9048625792811835,98.87828450619148,-1.3050437934158865,0,1,1,15,01-20,1
01-20-16,2933,1,-8.14763041254688,1.5,-9,-6,4.701329696556427,0.5862598022502296,85.26355267644051,3.2618479372655984,99.50119331742243,-10.972383225366519,0,2,1,16,01-20,1
